Word,Democrat Frequency,Republican Frequency
disgrace,7,4
mactxpress,0,4
coin,0,6
australian,0,2
mates,0,2
parliament,0,4
bellinhealth,0,2
pfas,6,2
marinette,0,3
macy,0,2
tiananmen,0,3
seymour,0,4
ministries,0,2
bread,0,2
bay,27,7
bil,0,2
technologies,2,27
technological,4,5
superiority,0,3
allergies,0,6
dose,0,3
midwest,3,2
braithwaite,0,4
fixed,3,2
reversed,5,2
traumainformed,0,2
vacation,0,2
erikrosalesnews,0,2
argue,0,3
cody,0,2
humor,9,5
fearless,11,3
shipyard,3,3
victim,5,6
wolves,2,3
waupaca,0,2
israelipm,0,2
complicit,5,3
enviva,0,2
griffitts,0,2
portpanamacity,0,2
internationally,2,2
hospitalized,11,2
irresponsibly,0,2
intelligent,2,4
caution,3,4
boosting,0,6
plaintiffs,2,3
realdonaldtru,0,2
#hurricanemichael,6,6
flsert,4,2
panhandle,8,3
liferebuild,0,3
#healthcare,13,4
pocket,2,3
purchased,0,3
#hurricanesally,0,9
calhoun,3,3
alanaaustin,0,5
senbillcassidy,2,19
graydcnews,0,2
optimistic,6,8
ma,8,3
recess,4,6
fighters,0,2
servicemember,9,6
communitiesthis,0,2
preventio,0,2
dependents,0,3
profamily,0,3
wil,2,3
fls,0,2
#hr,20,3
prostate,0,2
cr,4,9
advancements,0,5
zerocancer,0,2
unified,5,2
escambia,0,4
holmes,5,2
freezers,0,2
redcross,3,3
tallahassee,0,3
thes,0,2
weareprevents,0,7
pledgeour,0,2
rema,0,2
aampm,0,2
allhandsondeck,3,2
seasonal,0,3
indicator,0,3
iava,0,2
irrigation,0,7
timber,0,8
boblatta,0,7
broke,7,14
thru,3,7
hact,0,4
bonds,2,4
michiganders,37,3
mattknoedler,0,2
repjackbergman,0,15
headlines,0,6
andnews,0,2
benzie,0,2
bergman,0,2
traverse,0,2
#suicideprevention,2,4
humanity,12,6
leaderhoyer,20,2
adversity,7,2
tops,0,2
modeled,2,5
#mi,0,4
identified,2,4
spaceport,0,2
alike,3,4
repmoolenaar,2,19
#eidl,0,5
wildly,0,2
proximity,0,2
govwhitmer,4,2
selectgop,0,17
ags,5,2
floyd,9,8
walked,7,4
markbednar,0,2
foreignsponsored,0,2
hacking,0,2
solidifies,0,3
heartbroken,10,3
outraged,3,2
theyll,12,17
detroitdistrict,0,2
contractor,2,2
soo,0,12
sault,0,2
ste,2,2
marie,0,3
whitehouses,0,5
watersmeet,0,2
nat,2,2
rephuizenga,0,6
shortly,7,4
httpstcopnlpakhnuk,0,2
harmony,0,8
relentless,2,6
rapist,0,3
eaa,0,7
reservoir,0,8
#sendthewatersouth,0,3
lucie,0,9
discharges,2,14
algal,0,8
blooms,0,8
expedite,4,8
rapists,0,3
trooper,0,5
bullock,0,6
renaming,6,3
salerno,0,4
#everglades,0,2
convicted,0,9
misconstrued,0,2
technicality,0,2
accelerate,6,8
weekends,2,4
estuary,0,2
cruel,25,4
abusive,5,3
kittens,0,4
whitecoatwaste,0,2
intro,0,4
wasteful,4,6
painful,8,4
experiments,0,5
planet,33,2
wet,0,2
akin,0,2
underneath,0,2
stops,3,9
pierce,3,3
oceanic,0,2
atmospheric,0,2
workshop,7,5
puzzle,0,3
#stopthedischarges,0,2
rarely,3,2
cope,4,2
span,0,2
lanes,0,3
dog,4,2
dogs,0,2
flowing,2,2
profit,6,9
#lakeofactcheck,0,2
proxies,0,2
quo,4,3
christ,2,7
fellowship,4,3
dry,2,5
hurdonthehill,0,5
graders,0,3
cov,2,2
scary,7,3
repay,5,3
breath,8,3
harmonys,0,2
injustice,21,9
avoided,2,3
naturally,0,2
solves,0,2
discrepancy,0,2
jeffersonville,0,2
inability,3,4
predatory,8,3
vultures,0,3
bounce,0,5
drivesafe,0,3
#ntdaw,0,4
shelves,0,5
toilet,0,2
sanitizer,0,3
relied,7,4
reptrey,0,8
shake,0,2
steel,4,11
airports,6,5
bloomington,0,6
volumes,0,3
fewer,5,11
isdagov,0,2
unsolicited,0,2
uschamber,2,6
infarmbureau,2,2
#healthcareheroes,0,3
httpstcoxpngwxlm,0,2
deck,4,2
naomi,0,2
bounds,4,5
routines,2,2
bailing,0,6
spends,4,2
blueangels,0,3
dailysignal,0,2
meadowshospital,0,2
prioritization,0,2
availability,5,3
scclemons,0,3
interviews,7,2
#co,0,2
enabling,2,5
feeding,7,5
minimize,3,2
biological,2,4
curve,6,3
neighborhood,10,2
spirits,2,3
workforceind,0,4
badamsontheair,0,3
webpage,0,2
faqs,7,6
glass,4,2
selfemployed,6,3
recording,5,3
stocks,5,2
riley,0,2
smith,3,6
activity,6,18
httpstcoumrpgqcnhv,0,2
hubers,0,2
contribution,2,3
pickup,3,3
lunches,4,2
rolled,4,4
vacancies,0,6
criteria,0,2
beg,0,2
settle,2,3
conspiracies,5,2
precisely,2,4
prolific,0,2
comment,9,4
newspapers,6,5
yearround,0,2
congressmanraja,12,2
desires,0,3
wood,2,5
viral,0,2
bend,8,2
limitations,0,5
apparent,4,3
juvenile,0,3
httpstcoeyykeswvv,0,2
repfredupton,2,3
whack,0,2
cochairing,0,2
#stopthestupid,0,2
cia,2,2
recommendation,6,2
stolen,9,4
thumb,0,2
quietly,0,3
imperfections,0,2
gsa,9,2
repdankildee,4,6
curse,0,2
hardfought,3,2
repslotkin,0,2
#michigan,0,3
shreds,0,2
scope,0,5
alleging,0,6
decline,3,10
ignorant,2,2
objective,2,3
packages,13,3
ed,9,5
#ga,0,13
pasteur,0,5
antibiotics,0,6
govkemp,0,10
hyundai,2,5
transys,0,3
crafting,0,3
therapies,0,10
crushing,6,5
j,10,9
repjoekennedy,25,2
gachamber,0,2
repdrewferguson,0,7
fabric,4,2
accelerating,2,2
resuming,4,2
ministers,0,2
deeper,0,5
#broadband,0,3
fayette,0,4
wes,0,2
roughly,6,8
replahood,0,8
incentivizes,0,4
permanency,0,2
georgians,2,25
drugfree,0,5
signup,9,6
electronic,3,2
mexicos,11,2
georgias,3,21
subcmte,0,5
obamacare,0,3
httpstcoanynbrniz,0,2
colloquy,0,2
disproportionate,9,3
older,19,8
jersey,36,5
fatal,0,2
grieving,0,7
cleaning,4,2
properties,3,2
brooke,2,4
trus,0,2
#memorialday,7,3
presence,0,4
stayed,4,2
#teacherappreciationweek,0,2
#sendteacherslove,0,2
processed,3,2
kia,0,4
shifting,0,2
gema,0,2
ensured,3,5
cream,4,3
redundant,0,2
bu,2,3
limbo,6,2
supplement,0,2
risen,5,4
michie,0,2
stadium,5,4
crucially,0,2
subsequent,2,3
percentage,0,2
printed,0,2
selfhosted,0,3
argued,0,2
troubled,2,4
rumors,0,3
repscottperry,0,2
rethink,0,5
regs,0,3
consult,0,2
hawks,0,2
poison,2,2
pills,3,2
djt,0,2
#legalplunder,0,2
bastiat,0,2
#soundmoney,0,4
earners,0,3
savers,0,3
monetary,0,9
accounts,4,9
biggovernment,0,2
resistant,0,2
transparently,0,2
excuse,14,10
#religiousfreedom,0,2
suffice,0,2
scientifically,2,2
tragedies,9,5
statistical,0,4
statistics,0,3
#keepohioopen,0,2
butlersheriff,0,2
dnc,0,3
blockchain,0,4
#goodnews,0,4
tolerates,0,3
colorcoded,0,2
liquor,0,3
synagogues,0,4
mosques,0,3
#thankful,2,2
buying,7,5
hits,6,2
meets,16,5
#schoolchoice,0,5
lethal,0,2
identical,0,3
#factsmatter,0,2
laurenboebert,0,2
owning,3,2
cooper,0,2
whenever,4,3
uncomfortable,0,2
slipped,0,2
commanderinchief,8,3
repkarenbass,8,4
formerly,4,3
incarcerated,3,3
futures,6,3
indoor,13,2
stinchfield,0,7
shady,2,5
peddling,0,2
repfrenchhill,0,10
speeds,0,3
dragging,0,2
pattern,5,4
hating,0,2
rashida,0,2
removal,3,4
tlaib,0,2
materials,6,7
elements,3,3
sets,3,3
arrested,12,3
cheap,3,4
u,9,22
expire,28,5
reminding,5,3
posted,0,9
sees,3,5
sold,4,5
usiraq,0,2
excess,2,2
inconsistent,0,4
cvpayne,0,5
singlehandedly,2,2
awaiting,0,3
pittsburgh,4,4
repeat,3,4
felix,0,2
mcdermott,0,2
liberation,2,2
empowered,0,2
countering,0,10
censor,0,13
calculated,2,2
wantbut,0,2
recordsfor,0,2
nih,13,15
wellequipped,0,2
explores,0,2
lifethreatening,4,2
newsom,3,2
nbcnews,3,2
mostly,0,2
banned,4,2
eating,4,5
funeral,5,5
weddingpermitted,0,2
clarksburg,0,2
abdullah,0,2
mccabe,0,8
flynn,9,17
setup,0,2
elites,0,4
armynavy,0,2
#il,20,17
gr,0,16
illinimbb,0,2
il,5,16
dams,2,2
infamytoday,0,2
ilfarmbureau,0,2
travelers,3,2
hail,0,9
illinoisans,7,6
lahood,0,2
westcentral,0,3
singing,0,2
archer,0,2
springfield,2,3
citys,7,2
withstand,6,3
statemandated,0,2
certs,0,2
larry,8,2
isu,2,4
chocolate,0,2
wrigley,0,2
pastime,0,3
continent,0,2
gettysburg,2,2
uk,4,3
chaired,0,8
rivians,0,2
bilateral,0,5
consummate,0,2
owens,0,2
usdots,0,5
holders,0,3
ages,6,7
motor,0,3
#belikegrace,0,2
pull,4,4
shine,7,2
rdillinois,0,4
quincy,0,3
medication,4,5
waterway,0,3
paso,32,8
chad,0,2
pittsfield,0,3
rfs,2,6
nowin,0,2
#letthemplay,0,2
agricultur,0,2
adamstelephone,0,2
broemmer,0,2
stephanie,5,2
legislate,0,11
#nationalpumpkinday,0,2
hiv,13,2
cityblm,0,3
loeffler,0,5
stanford,2,3
richest,7,2
farmland,0,2
beans,0,2
brazil,0,2
summit,6,20
refuge,30,3
cathedral,2,2
washing,17,4
coordination,2,10
profile,0,4
camryn,0,2
grade,4,4
mississippis,0,6
mississippians,0,15
#onthisday,0,14
temporarily,7,3
#taxsecurity,0,2
kayla,2,5
poe,0,2
pontotoc,0,2
httpstcontpbvifea,0,5
opt,2,2
businessfriendly,0,2
columbusafb,0,2
barlow,0,2
squadron,0,5
clarifying,0,3
gre,0,2
ripley,0,2
australias,0,2
triton,0,2
unmanned,0,5
maritime,2,5
marsha,0,8
holder,0,2
prentiss,0,2
msfarmbureau,0,2
#vetbiz,0,5
econom,0,2
suppliers,2,2
alliance,9,3
enthusiasts,0,2
atkins,0,4
divides,3,5
assess,6,3
clothe,0,2
presentation,5,2
noah,5,4
grenada,0,2
majoring,0,2
nationalguardms,0,4
ak,0,3
specialist,3,2
fifteen,0,5
extends,7,7
traveled,6,3
rhodes,7,2
infantry,0,2
division,7,4
suicides,0,4
supertalk,0,2
excerpt,3,2
americansthe,0,2
corinth,0,3
finishing,2,4
httpstcotrsuffwxgq,0,2
willingly,2,4
msstate,0,3
nws,0,6
kaleb,0,3
grad,4,2
vitamin,0,11
deficiency,0,2
sufficient,4,4
middleeast,0,2
ordering,4,3
toys,0,3
incentivizing,0,4
nationals,0,4
eliminated,0,2
flew,0,3
undercover,0,2
diet,0,2
decorations,4,4
transitioning,2,4
territory,4,7
hivaids,41,7
improves,5,5
spray,0,2
measuring,0,2
length,0,3
aluminum,0,2
#wiworking,0,3
donated,5,5
illness,11,3
#publichealththankyouday,3,2
furthering,0,2
risked,15,4
repmaloney,6,2
#campbellsport,0,2
donates,0,2
handwashing,0,4
losers,2,4
divest,0,2
statedept,7,7
#bordersecurity,0,2
festivities,3,2
alzassociation,0,3
#alzheimers,0,3
#grafton,0,3
manufactures,0,2
memorials,4,3
lucrative,0,2
lakeshoretech,0,2
uwoshkosh,0,2
#alzheimersawarenessmonth,2,3
endure,0,5
delisted,0,2
biosimilar,0,4
#diabetesawarenessmonth,2,2
european,4,6
#dairy,0,2
#halloween,9,4
deficient,0,2
internship,10,7
spring,16,12
httpstcoiqdmgjnde,0,2
secnav,0,5
roared,0,2
sanitizing,2,2
decreased,2,2
robocalls,0,3
reviewing,0,4
ems,0,3
#sudan,0,2
earning,4,2
fatalities,0,4
opioids,0,4
recall,0,2
gasecofstate,0,10
httpstcosvgsfont,0,8
shattered,2,5
signatures,0,6
cry,0,4
happenedbig,0,3
storythe,0,3
disinform,0,2
jody,0,2
#gapol,0,7
toddstarnes,0,2
ryanafournier,0,2
videos,0,6
fraudbig,0,4
conversa,0,3
buck,2,3
brad,2,3
raffensperger,0,4
whistleblower,8,15
testifying,0,3
fulton,4,5
#dominion,0,2
#georgia,0,15
jimmyfailla,0,4
procedure,0,3
circumstance,0,4
machines,4,11
seanduffywi,0,2
yeara,0,2
reductionlet,0,2
stacey,0,2
abrams,0,5
kemp,0,3
mia,0,2
tomfitton,0,3
debunked,0,5
alltime,7,3
#dominionvotingsystems,0,4
lining,2,2
staffers,5,2
americanewsroom,0,13
tracegallagher,0,2
wjmcgurn,0,2
conceal,0,2
math,0,2
contrary,3,2
uscensusbureau,3,2
kloeffler,0,10
championing,6,4
investigative,0,2
cbsherridge,0,7
#durham,0,2
compared,9,9
rigorous,0,5
electionnow,0,3
sidneypowell,0,2
files,0,3
excuses,2,2
georgian,0,3
approx,2,5
aging,6,2
thaw,0,2
savannah,0,10
cj,3,9
rollcall,0,2
repbuddycarter,2,7
#pandemic,2,2
neil,3,2
runoff,6,7
lau,0,2
skin,3,5
#nationalhealthyskinmonth,0,2
houseadmngop,0,2
bar,5,10
exit,0,2
brunswick,0,2
dicamba,0,4
searching,0,2
southwestair,0,2
infant,0,2
#blanketchange,0,2
google,12,16
missionary,0,2
gadoi,0,2
suppressing,0,5
calmaine,0,2
eggs,0,2
smaller,0,4
marys,0,2
camden,4,2
stockpile,2,6
homelandprep,0,2
aye,0,3
agreeing,3,4
newschannel,0,2
katko,0,16
rod,0,4
retire,3,7
lent,0,2
cisagov,3,2
syracuse,0,2
thecitizen,0,8
negotiators,2,2
adeline,0,2
robertharding,0,9
fagan,0,2
backed,4,2
brindisi,0,2
mourning,11,4
firstever,10,4
oswego,0,2
fulfillment,0,3
shortage,9,6
disorders,0,2
iss,0,2
belarus,0,2
flawed,0,3
auburn,0,2
cny,0,3
httpstcot,0,2
httpstcofbdwqwgrnl,0,2
ndss,0,2
ada,2,2
tyler,0,2
herndon,0,2
imposing,0,11
#timepoy,2,3
definitely,3,3
locking,0,5
answering,11,7
reporter,0,3
walker,2,6
greensboro,0,4
valiantly,0,2
funny,5,2
collapse,4,3
applauded,2,8
mor,2,2
#hbcus,0,3
concept,2,5
libertyhttpstcokoturaz,0,2
becerra,9,5
nail,5,4
surrounded,0,5
greatness,3,4
harvey,0,4
weeki,0,4
topping,0,2
larger,9,6
footprint,2,3
regulate,4,2
myfox,0,2
acc,0,2
basketball,2,6
fry,0,2
turkey,18,36
edwardg,0,2
occshoeboxes,0,2
marshablackburn,9,22
thrives,0,4
chuckgrassleyget,0,2
restricting,0,3
irreversible,4,2
pl,2,2
httpstcouderr,0,2
typical,2,2
elitists,0,2
injuries,7,5
acceptable,2,3
crowds,6,2
furious,2,2
gopers,0,2
resurgence,0,2
potuss,0,8
fateful,0,4
#ff,0,2
repjason,0,2
swearing,2,7
usmcs,0,3
cakes,0,2
looked,4,6
httpstcoxbdevjuso,0,2
carmine,0,2
wrapped,0,4
orchards,0,3
athens,0,2
belleville,0,2
compensation,10,7
adjustment,2,2
gretel,0,2
ulmer,0,2
stakeholders,3,8
interacted,0,2
tracy,0,3
repshimkus,0,2
pits,0,2
announcing,17,7
granite,24,3
siue,0,2
treasurer,4,2
corp,2,2
worc,0,2
httpstcosuqsaen,0,3
supplied,0,2
button,0,2
jump,4,4
boyer,0,3
metro,3,3
deltaregional,0,4
selfgovernance,0,3
usnatarchives,0,2
conawaytx,0,4
clair,0,2
#congressgoespurple,0,2
hardly,2,2
deadliest,12,3
youto,2,2
postponed,0,3
mom,11,8
struggled,8,5
mooney,0,5
resolutions,3,6
extinguish,0,2
washingtonpost,7,3
wvmetronews,0,3
hoppykercheval,0,3
rightfully,0,3
litigating,0,2
mtg,2,4
tr,3,4
finalization,0,2
crafted,2,2
balances,2,3
morrisey,0,2
japanese,3,3
coachlouholtz,0,5
teaches,0,5
kris,0,3
warner,0,2
joyful,9,4
portrait,3,11
jesus,2,5
airlift,2,8
yafs,0,3
enthusiastic,0,2
#yafcon,0,2
staffer,3,4
senjoemanchin,9,7
theresa,0,3
baker,3,5
harpers,0,2
weekit,0,2
escape,3,3
rooms,5,2
qatar,0,2
bed,4,3
surviving,4,2
wvnationalguard,2,8
schoolaged,0,6
barrettamericas,0,4
httpstcoqnqsoicz,0,4
expertise,19,13
artificial,3,15
yearscoming,0,2
rewarded,0,2
spoken,12,5
unites,3,5
nsagov,0,2
dods,0,2
vacuum,2,2
#elpaso,0,2
reprobinkelly,10,5
httpstcolxltwj,0,2
cohesive,0,2
forwardlooking,0,2
bpcbipartisan,2,5
hurd,0,2
hsis,0,2
jacob,2,3
firing,10,3
exercising,4,3
geopolitical,0,3
headon,3,2
whoever,0,4
utsa,0,3
#sanantonio,0,2
import,2,4
httpstcorgtvmqf,0,2
smithsonian,11,5
museums,5,4
stealing,0,8
thwart,0,3
consulate,0,3
retaliating,0,3
disruption,0,4
immeasurable,6,2
daca,42,4
dreamers,40,3
chats,0,2
endanger,5,3
kongs,3,4
autonomy,3,6
disappearance,3,2
guillen,9,2
ig,3,3
sterilization,2,2
sow,3,3
mistrust,0,2
discord,2,2
evolve,0,3
reaganinstitute,0,2
jong,0,2
nato,6,6
deterring,0,2
lgbtq,50,2
outline,0,6
compiled,3,2
condemned,0,3
floyds,2,4
solidarity,10,4
compliance,4,2
reforming,4,5
kills,0,2
looting,0,4
repabraham,0,23
#lagov,0,9
surveying,0,2
endorsing,3,3
infanticide,0,4
antibodies,0,5
yale,2,2
greeting,2,3
rouge,0,5
louisianagov,0,7
shootings,4,3
strike,17,3
descent,0,2
stairs,0,2
miserably,0,2
dominance,0,3
anticonservative,0,2
praises,0,7
tornadoes,0,4
ripped,5,3
blow,8,6
#lalege,0,3
sale,22,13
raymond,0,2
complications,3,3
uninsured,18,2
infection,9,7
magically,0,2
selfish,2,3
ambitions,3,3
dole,0,3
aeroshell,0,12
aerobatic,0,10
fr,3,2
attorneys,6,2
myarklamiss,0,3
thenewsstar,0,2
louisianans,0,2
louisianafop,0,2
bel,0,3
inflicted,0,4
newsroom,2,2
setback,0,2
jets,0,2
discouraged,0,2
wdtnews,0,2
drum,0,7
interacting,0,2
halting,2,3
mtndiv,0,6
suncmtynews,0,3
stefanik,0,3
unserved,0,5
httpstcovyktgnhlj,0,2
negotiates,0,2
pensions,3,2
insolvency,0,3
nsf,6,4
olympic,3,11
commemorative,2,5
chiropractic,0,2
initiate,0,3
seth,0,2
shipments,0,5
suspicious,2,5
informnny,0,2
continually,2,2
bernhardt,0,2
upgrade,8,2
saint,0,2
#worldmentalhealthday,10,2
warfare,0,4
reauthorizes,0,2
combats,2,2
beetle,0,2
chinataskforces,0,2
tampa,12,3
derek,0,2
horseracing,0,4
uas,0,7
champlain,0,2
leaves,13,11
usdafsa,0,5
frost,0,2
arkansans,0,15
ualrs,0,2
lea,0,2
#arkansas,0,19
demonstrating,2,3
#arkansans,0,2
#rural,0,2
physicians,6,8
arkansas,0,37
boyscouts,0,2
exploring,0,4
mountains,6,5
wfp,3,5
usaidsaveslives,0,2
wfpchief,0,7
beasley,0,2
agencys,4,2
#nobelpeaceprize,2,4
asahutchinson,0,8
ltgovtimgriffin,0,4
steameast,0,2
voiced,4,3
managers,3,3
dane,0,2
iraqi,0,2
dlayne,0,2
tucciarone,0,2
martha,0,7
scholars,3,4
hurdles,0,2
marketplace,31,6
hongkongers,0,2
senatortimscotts,0,4
#toysfortots,0,2
clayton,0,6
booth,0,2
finals,0,2
rock,4,11
consecutive,0,9
conway,0,4
officesto,0,2
arapplicationsmailhousegov,0,2
scipio,0,5
lawi,0,3
johnboozman,0,11
gill,0,2
coins,0,2
kingdom,2,4
stages,3,7
janet,25,2
yellen,24,4
federalreserve,3,14
yellens,0,2
locally,0,4
sales,11,11
arkansasonline,0,2
published,2,5
repstevewomack,0,9
#arkansass,0,2
#veteran,0,2
#congressionalappchallenge,3,5
#stem,3,10
#religious,0,2
leaning,0,2
christians,0,5
egypt,11,3
brownfields,0,2
impoverished,0,2
arkansass,0,7
lawyers,8,5
ualr,0,2
securities,0,2
sgm,0,3
canley,0,3
nationthank,0,2
julie,3,5
kinsley,0,2
complements,0,2
faas,0,4
nutria,0,6
bounty,3,6
wetlands,3,5
ebr,0,2
renovate,0,4
lafourcheso,0,2
#zeta,0,10
forecast,4,3
lafourche,0,5
stor,0,2
ascension,0,2
graves,0,5
lena,0,2
bureaus,0,2
execution,2,2
vessel,0,3
descend,0,2
pic,4,3
altered,0,2
sherifflpso,0,2
ross,4,3
terrebonne,0,2
shrimp,0,6
purchases,2,4
testified,0,12
reliefwe,3,3
crawfish,0,2
programthis,0,2
seafood,0,9
labeled,0,7
processors,0,4
fishermen,2,6
duplication,0,3
dob,0,2
hud,7,2
richland,0,2
artemis,0,5
anne,4,4
pnwagnetwork,0,2
conner,0,2
trauma,11,4
terminate,3,3
pattymurray,12,5
westerncaucus,0,12
dmc,0,2
httpstcoznwjgtcfb,0,2
#wa,5,4
wsbdc,0,2
onlegalizing,0,2
marijuanatiger,0,2
legislationthings,0,2
ducksunlimited,0,8
plcranching,0,2
repjenniffer,8,3
newhouse,0,2
citizsolutions,0,2
freemarket,0,2
repdonyoung,0,8
sincerely,5,2
congratulates,2,3
premiere,0,3
maggie,0,3
eugene,0,8
dawson,0,4
nieces,0,2
nephews,0,2
ivankatrump,0,2
overlooked,3,3
crowder,0,2
snake,0,3
salmon,4,3
uphill,0,2
yakima,2,2
usfwsdirector,0,2
dictator,3,3
imprison,0,2
lib,0,2
insulting,0,2
lie,11,6
lay,12,2
repaoc,6,2
honorary,2,2
momentous,5,4
volatile,0,3
ds,0,5
claimed,11,2
consumed,0,2
#setx,0,2
rug,3,5
surprising,0,5
#hydeamendment,0,2
judgejeanine,0,3
hatred,14,3
repealing,8,2
#wwii,5,2
guarantees,0,4
#mainstreammedia,0,2
shamefully,2,5
disc,0,2
bidenharris,45,3
alarm,4,3
coerced,0,2
sooner,6,4
thx,2,17
congresss,3,4
minorityowned,0,4
allornothing,0,6
commended,0,3
alien,0,2
ppl,3,9
deported,5,3
vshaped,0,2
sweep,3,5
forgot,0,2
reallife,0,2
andrewcuomo,0,2
neglected,0,3
outright,3,2
mouth,5,2
dinner,14,8
elderly,4,5
okay,5,2
outcry,0,2
conveniently,2,2
intend,3,3
dossier,0,3
ps,0,2
apology,0,3
holocaust,3,4
surging,24,8
depts,0,2
govabbott,0,5
initial,5,5
lillypad,0,2
smell,0,4
sendoff,0,2
#opioid,0,2
#minneapolis,0,2
minneapolispd,0,2
brianbrooksocc,0,4
usocc,0,8
clarity,3,5
secnews,2,7
abolish,13,3
fleeing,4,2
lineup,5,2
#seniors,0,2
usreplong,0,5
congresswomanelect,0,2
longawaited,4,2
singled,0,3
tommy,3,3
revolutionary,3,2
continuous,2,4
#nationaldiabetesawarenessmonth,0,2
#phtyd,2,4
#ag,0,5
couples,2,8
chairmanship,0,2
revealed,2,10
prouder,2,2
palmer,0,5
esp,7,7
premeditated,0,2
righteous,0,3
evident,0,4
thinnest,0,2
superpower,0,2
hercules,0,3
georgiaguard,0,5
verifications,0,2
matching,2,2
sig,0,3
reg,0,2
closedstates,0,2
unemploymentthe,0,2
#thriveact,0,2
performed,9,2
gwinnett,0,3
prohibited,2,3
theblaze,0,3
glennbeck,0,4
loot,0,2
speeches,0,2
npr,6,4
#usmc,0,7
accounted,0,2
studying,0,4
secrecy,0,4
abilities,0,2
striking,5,5
median,0,3
strange,0,2
describe,0,4
austinscottga,0,2
engage,9,3
unquestionable,0,3
trusting,2,2
shepherds,0,6
govkemps,0,3
revenues,3,6
charging,4,3
hitting,10,2
inequality,13,2
fdrlst,0,2
justicetristan,0,4
cynthiamlummis,0,4
sencorygardner,0,10
cory,0,5
corners,2,3
colorado,35,31
severely,3,2
republicrepkenbuck,0,2
reckoning,2,2
anticompetitive,3,6
ftc,4,3
wheres,3,3
httpstcogvhhsmi,0,2
blackmail,0,3
harming,6,4
#bigtechs,0,2
contents,0,3
distortions,0,2
omb,7,3
yep,0,2
judged,0,3
image,0,8
joshuawongcf,0,8
jimmylaiapple,0,6
detainment,3,2
arbiter,0,2
largescale,0,4
slave,0,5
stated,3,3
reinforcing,2,3
pallets,0,2
avc,0,2
senatorbennet,8,7
lobbying,0,4
cogcc,0,2
coloradans,15,7
airbnbs,0,2
lilly,0,4
nuez,0,2
jt,0,3
werc,0,4
jeffpoorshow,0,2
reshadhudson,0,2
approps,4,7
stripping,3,2
halliejackson,0,2
tuning,2,6
#al,0,12
exacerbated,9,4
restful,0,2
mattmurphyshow,0,4
realtalk,0,4
placate,0,2
goppolicy,0,8
shield,10,4
dangerously,7,2
proving,4,3
jeffpoor,0,2
essnova,0,2
tuck,0,2
governmentrun,0,3
rickandbubba,0,2
azar,0,3
instill,0,2
yhn,0,8
alabama,22,28
#amyconeybarrett,2,4
reproach,0,5
aunielindenberg,0,2
httpstcojjupvguxz,0,2
#congresscs,0,3
httpstcojjupvfntz,0,2
#judgeamyconeybarrett,0,2
respectful,0,3
schoolers,0,2
incentivize,0,4
iconic,9,5
fallout,10,3
sobering,2,2
#alabama,0,16
rpc,0,2
lawabiding,0,7
alabamas,5,7
remained,5,2
noted,0,4
selective,0,3
volume,3,2
guaranteeing,3,3
middlemen,0,2
sweat,0,2
arfb,0,2
randle,0,2
stevedaines,0,15
wellearned,3,2
woodcouncil,0,2
awc,0,2
stewards,0,4
westerman,0,2
forestry,0,3
av,0,2
arkansan,0,2
usmcthank,0,2
aca,88,5
senatorbraun,5,32
sara,0,2
phishing,0,3
biking,0,2
pastor,0,3
ar,3,7
realtime,2,3
estimates,5,5
argameandfish,0,2
landowners,0,4
#nationalforestproductsweek,0,2
contentious,0,2
socialsecurity,0,3
#debates,16,2
solidifying,0,2
relative,0,4
collins,5,4
pine,0,3
bluff,0,2
rivalry,0,2
ratcliffe,2,7
tgowdysc,0,4
longest,0,4
wsjopinion,0,5
lays,7,3
odnigov,0,11
paused,2,4
sundayfutures,0,6
admini,0,3
disclosures,0,2
nu,0,2
symbol,0,3
wsj,2,12
eleven,0,3
leadup,0,2
diplo,0,2
singularly,0,2
calculation,0,2
types,2,3
planted,0,2
obsessed,0,2
resistance,2,4
totally,3,4
resisting,0,3
auschwitzmuseum,0,2
helena,0,3
offense,0,3
thee,0,3
pg,0,2
rosa,32,3
misled,2,2
marklevinshow,0,2
weaker,0,2
asd,0,2
kash,0,5
patel,0,4
baselessly,0,4
audience,2,4
hyper,0,2
brutally,4,2
angle,0,2
nj,23,10
crackdown,5,2
feds,0,3
suck,0,2
tamper,0,2
criticizes,0,2
liftoff,0,6
opponents,3,3
assaults,0,2
blackout,0,3
highs,3,3
rallies,2,2
destiny,0,2
cty,0,2
pouring,0,2
prosecution,2,3
diplomats,3,3
schiffs,0,2
johnrobertsfox,0,3
associate,0,20
donaldjtrumpjr,0,3
disinfo,0,4
thenvice,0,2
jumping,0,2
airborne,3,2
depoliticizing,0,2
militarily,0,2
theyd,0,7
montcalm,0,2
mid,0,3
moolenaar,0,2
michemhs,0,2
senstabenow,5,4
sengarypeters,12,5
midland,0,3
flash,0,2
television,2,3
stations,3,2
repwalberg,0,3
saginaw,0,2
jakob,0,3
camping,0,2
anastasia,0,2
maps,5,4
#greatlakes,6,3
greenvilledn,0,3
glri,0,2
msu,0,2
dingell,0,2
#sotu,0,3
graduation,5,3
#soolocks,0,2
goitalone,0,2
recession,11,3
preventative,10,3
dyslexia,0,3
forsyth,0,5
gwinnettchamber,0,2
nash,0,2
#vote,25,11
busiest,0,5
humanities,0,3
wrap,0,5
betsydevosed,3,2
nps,4,4
waiving,0,2
undeniably,0,2
invests,6,4
